birthday,gender,age,height,name,nation,sport,gold,silver,bronze,code,noc,org,dis,img_id
1987-07-10,Male,36,1.7,AHMED Moosa Munsif,Maldives,Table Tennis,0,0,0,2005617,MDV,0024,TTE,2005617
1996-12-08,Male,26,1.85,AHMED Motaz Khalil G,Saudi Arabia,Esports,0,0,0,2003955,KSA,0034,ELS,2003955
2002-06-10,Male,21,1.67,AHMED Nibal,Maldives,Badminton,0,0,0,2004637,MDV,0024,BDM,2004637
2002-12-22,Male,20,1.7,AHMED Saker,Bangladesh,Shooting,0,0,0,2007902,BAN,0003,SHO,2007902
1995-05-01,Male,28,1.7,AHMED Shakil,Bangladesh,Shooting,0,0,0,2007877,BAN,0003,SHO,2007877
1995-09-10,Male,28,1.82,AHMED Thynum,Maldives,Esports,0,0,0,2028722,MDV,0024,ELS,2028722
1990-11-23,Male,32,1.8,AHN Daemyeong,Republic of Korea,Shooting,0,0,0,2015747,KOR,0017,SHO,2015747
2000-10-05,Female,23,1.66,AHN Heeju,Republic of Korea,Rowing,0,0,0,2015690,KOR,0017,ROW,2015690
1999-07-07,Male,24,1.67,AHN Hongjin,Republic of Korea,Chess,0,0,0,2016228,KOR,0017,CHS,2016228
1981-06-25,Male,42,1.75,AHN Jai Yong,Republic of Korea,Bridge,0,0,0,2015923,KOR,0017,BDG,2015923
2002-08-07,Female,21,1.6,AHUJA Kanika,India,Cricket,1,0,0,2030721,IND,0010,CKT,2030721
1999-03-03,Male,24,1.71,AHZAM Ziyad,Maldives,Esports,0,0,0,2028726,MDV,0024,ELS,2028726
2001-02-27,Male,22,1.85,AIASH Mohamed,Qatar,Football,0,0,0,2017777,QAT,0033,FBL,2017777
2001-02-28,Male,22,1.65,AIBEK UULU Kubanychbek,Kyrgyzstan,Judo,0,0,0,2008886,KGZ,0019,JUD,2008886
2001-02-03,Male,22,1.97,AIDANBEK UULU Nurbek,Kyrgyzstan,3x3 Basketball,0,0,0,2010912,KGZ,0019,BK3,2010912
1997-10-17,Male,25,1.73,AIDIL AIMAN Bin Azwawi,Malaysia,Sepaktakraw,0,1,0,2013770,MAS,0023,SEW,2013770
2001-07-30,Female,22,1.64,AIMBETOVA Dilfuza,Uzbekistan,Wrestling,0,0,0,2011861,UZB,0044,WRE,2011861
2002-08-29,Female,21,1.75,AIMSAARD Benyapa,Thailand,Badminton,0,0,1,2022056,THA,0040,BDM,2022056
1999-05-23,Female,24,1.7,AIMSAARD Nuntakarn,Thailand,Badminton,0,0,1,2022057,THA,0040,BDM,2022057
1996-08-01,Female,27,1.65,AINA NAJWA Binti Abdul Rahman,Malaysia,Cricket,0,0,0,2011990,MAS,0023,CKT,2011990
1998-08-22,Female,25,1.68,AINITDINOVA Gozal,Kazakhstan,Tennis,0,0,0,2020546,KAZ,0016,TEN,2020546
2000-07-29,Female,23,1.64,AINNA HAMIZAH Binti Hashim,Malaysia,Cricket,0,0,0,2011994,MAS,0023,CKT,2011994
1997-04-01,Male,26,1.8,AINO Fumiya,Japan,Esports,0,0,0,2013551,JPN,0014,ELS,2013551
2004-09-29,Female,19,1.67,AIRA Binti Azman,Malaysia,Squash,1,0,0,2008747,MAS,0023,SQU,2008747
2000-01-24,Male,23,1.7,AIREE Dipendra Singh,Nepal,Cricket,0,0,0,2030179,NEP,0027,CKT,2030179
2004-03-08,Female,19,1.62,AISAEVA Umida,Kyrgyzstan,Karate,0,0,0,2009940,KGZ,0019,KTE,2009940
2002-06-11,Female,21,1.6,AISAH Windy Cantika,Indonesia,Weightlifting,0,0,0,2029259,INA,0011,WLF,2029259
2001-10-05,Male,22,1.96,AISALBAYEV Alisher,Kazakhstan,Shooting,0,0,0,2020340,KAZ,0016,SHO,2020340
2004-05-10,Female,19,1.64,AISHATH Inasha,Maldives,3x3 Basketball,0,0,0,2021406,MDV,0024,BK3,2021406
2002-10-24,Female,20,1.58,AISYA ELEESA ERNI Firdauz,Malaysia,Cricket,0,0,0,2011996,MAS,0023,CKT,2011996
1989-11-05,Female,33,1.8,AITENOVA Zhannat,Kazakhstan,Handball,0,0,0,2030665,KAZ,0016,HBL,2030665
1997-12-19,Male,25,1.94,AITKALI Ruslan,Kazakhstan,Basketball,0,0,0,2020048,KAZ,0016,BKB,2020048
1999-01-06,Female,24,1.6,AIZAWA Natsuki,Japan,Handball,1,0,0,2014003,JPN,0014,HBL,2014003
2004-01-08,Male,19,1.69,AJAJ Mohammed,Palestine,Ju-jitsu,0,0,0,2006976,PLE,0031,JJI,2006976
1996-07-18,Female,27,1.52,AJIMA Chiaki,Japan,Weightlifting,0,0,0,2014737,JPN,0014,WLF,2014737
2003-09-22,Male,20,1.74,AK MICHAEL Montoya Raw,Malaysia,Dragon Boat,0,0,0,2008849,MAS,0023,DGB,2008849
1998-08-28,Female,25,1.84,AKAHO Himawari,Japan,Basketball,0,1,0,2013367,JPN,0014,BKB,2013367
1998-08-28,Male,25,1.96,AKAHO Raita,Japan,Basketball,0,0,0,2013340,JPN,0014,BKB,2013340
1995-05-02,Male,28,1.84,AKAMATSU Ryoichi,Japan,Athletics,0,0,0,2015115,JPN,0014,ATH,2015115
2000-06-17,Male,23,1.68,AKASH Prebhash Chandra,Singapore,Hockey,0,0,0,2003196,SGP,0035,HOC,2003196
2000-04-26,Female,23,1.57,AKASHA Yousaf,"Hong Kong, China",Cricket,0,0,0,2025352,HKG,0009,CKT,2025352
2000-12-02,Female,22,1.63,AKASHEVA Zauresh,Kazakhstan,Table Tennis,0,0,0,2020846,KAZ,0016,TTE,2020846
1998-07-17,Male,25,1.96,AKBAR Amin Kurnia Sandy,Indonesia,Volleyball,0,0,0,2027291,INA,0011,VVO,2027291
2001-03-05,Male,22,1.87,AKBAR Bintang,Indonesia,Beach Volleyball,0,0,0,2027001,INA,0011,VBV,2027001
1988-06-25,Female,35,1.75,AKBAR Huda,Qatar,Taekwondo,0,0,0,2005048,QAT,0033,TKW,2005048
2002-08-29,Male,21,1.7,AKBAR Muhammad Badri,Indonesia,Shooting,0,0,2,2028625,INA,0011,SHO,2028625
1994-08-20,Male,29,1.76,AKBAR Waqas,Pakistan,Athletics,0,0,0,2019769,PAK,0030,ATH,2019769
2000-05-21,Male,23,1.78,AKBARI Zubairullah,Afghanistan,Cricket,0,1,0,2027913,AFG,0001,CKT,2027913
1999-07-28,Male,24,1.7,AKBAROV Rafael,Kyrgyzstan,Karate,0,0,0,2009385,KGZ,0019,KTE,2009385
1985-09-08,Male,38,1.78,AKBARPOUR Ali,Islamic Republic of Iran,Ju-jitsu,0,0,0,2010161,IRI,0012,JJI,2010161
1992-11-12,Male,30,1.8,AKHLAQ Muhammad,Pakistan,Cricket,0,0,0,2008239,PAK,0030,CKT,2008239
2000-03-01,Male,23,1.81,AKHMADIEV Ildar,Tajikistan,Athletics,0,0,0,2018397,TJK,0039,ATH,2018397
2005-12-06,Female,17,1.72,AKHMADKHANOVA Nikhola,Uzbekistan,Water Polo,0,0,0,2013044,UZB,0044,WPO,2013044
1990-02-04,Male,33,1.72,AKHMEDOV Aziz,Tajikistan,Esports,0,0,0,2019812,TJK,0039,ELS,2019812
2001-07-10,Male,22,1.7,AKHMEDOV Yusuf,Uzbekistan,Handball,0,0,0,2012681,UZB,0044,HBL,2012681
2004-10-31,Male,18,1.72,AKHMEJANOV Emil,Kazakhstan,Artistic Gymnastics,0,0,0,2020278,KAZ,0016,GAR,2020278
1990-10-16,Male,32,1.75,AKHMETOV Gibrat,Kazakhstan,Esports,0,0,0,2020511,KAZ,0016,ELS,2020511
1998-06-09,Male,25,1.74,AKHMETOV Ruslan,Kazakhstan,Water Polo,0,0,1,2020941,KAZ,0016,WPO,2020941
2005-06-11,Male,18,1.8,AKHTAMOV Behruz,Uzbekistan,Swimming,0,0,0,2030419,UZB,0044,SWM,2030419
2000-06-01,Male,23,1.76,AKHTAMOV Kamronbek,Uzbekistan,Canoe Sprint,0,0,0,2012559,UZB,0044,CSP,2012559
1997-02-01,Female,26,1.54,AKHTAR Most Srity,Bangladesh,Kabaddi,0,0,0,2021584,BAN,0003,KAB,2021584
2000-04-27,Male,23,1.71,AKHTAR Muhammad,Pakistan,Athletics,0,0,0,2016257,PAK,0030,ATH,2016257
2001-03-20,Female,22,1.58,AKHTER Sanjida,Bangladesh,Football,0,0,0,2008474,BAN,0003,FBL,2008474
1994-09-23,Male,29,1.78,AKIYAMA Yuta,Japan,Boxing,0,0,0,2013385,JPN,0014,BOX,2013385
1993-02-12,Female,30,1.65,AKMAL Nurul,Indonesia,Weightlifting,0,0,0,2027455,INA,0011,WLF,2027455
1994-08-28,Male,29,1.87,AKMAL Syamsul,Indonesia,Sepaktakraw,0,0,0,2029396,INA,0011,SEW,2029396
2001-01-17,Male,22,,AKMOLLIN Amir,Kazakhstan,Esports,0,0,0,2020534,KAZ,0016,ELS,2020534
2002-12-01,Male,20,1.55,AKRAM Qasim,Pakistan,Cricket,0,0,0,2008217,PAK,0030,CKT,2008217
2001-12-29,Male,21,1.76,AKRAMKHUJAEV Saidakbar,Uzbekistan,Esports,0,0,0,2012085,UZB,0044,ELS,2012085
1998-08-12,Female,25,1.6,Akshima,India,Kabaddi,1,0,0,2010578,IND,0010,KAB,2010578
1999-10-07,Female,24,1.59,AKTAR Mabia,Bangladesh,Weightlifting,0,0,0,2006951,BAN,0003,WLF,2006951
2001-08-10,Female,22,1.63,AKTER Bonna,Bangladesh,Archery,0,0,0,2008074,BAN,0003,ARC,2008074
2001-08-13,Female,22,1.65,AKTER Laky,Bangladesh,Kabaddi,0,0,0,2007959,BAN,0003,KAB,2007959
2002-01-01,Female,21,1.65,AKTER Loba,Bangladesh,Kabaddi,0,0,0,2007964,BAN,0003,KAB,2007964
2005-01-01,Female,18,1.55,AKTER Marufa,Bangladesh,Cricket,0,0,1,2008408,BAN,0003,CKT,2008408
2000-11-02,Female,22,1.65,AKTER Nahida,Bangladesh,Cricket,0,0,1,2008400,BAN,0003,CKT,2008400
2002-05-10,Female,21,1.57,AKTER Rupali,Bangladesh,Kabaddi,0,0,0,2028045,BAN,0003,KAB,2028045
2007-01-01,Female,16,1.69,AKTER Shorna,Bangladesh,Cricket,0,0,1,2008406,BAN,0003,CKT,2008406
2002-01-18,Female,21,1.57,AKTER Sriti,Bangladesh,Kabaddi,0,0,0,2007960,BAN,0003,KAB,2007960
1997-04-20,Female,26,1.52,AKTERY Rekha,Bangladesh,Kabaddi,0,0,0,2007961,BAN,0003,KAB,2007961
2000-12-20,Female,22,1.58,AKTHER Hafiza,Bangladesh,Kabaddi,0,0,0,2007954,BAN,0003,KAB,2007954
1994-12-07,Female,28,1.58,AKTHER Srity,Bangladesh,Weightlifting,0,0,0,2006922,BAN,0003,WLF,2006922
2005-05-04,Female,18,1.65,AKULA Sai Samhitha,India,Roller Skating,0,0,0,2007388,IND,0010,ROL,2007388
1998-07-31,Female,25,1.57,AKULA Sreeja,India,Table Tennis,0,0,0,2001012,IND,0010,TTE,2001012
2003-08-11,Male,20,1.78,AKYLBEKOV Elaman,Kyrgyzstan,Football,0,0,0,2009671,KGZ,0019,FBL,2009671
1997-06-03,Male,26,1.7,AL AASMI Rashid Huwaishal Maghrab,Oman,Athletics,0,0,0,2029473,OMA,0029,ATH,2029473
1995-05-06,Male,28,1.7,AL ABDULGHANI Ali Essa I,Saudi Arabia,Athletics,0,0,0,2004695,KSA,0034,ATH,2004695
1999-03-20,Male,24,1.78,AL ADAWI Issa Samir Hamed,Oman,Swimming,0,0,0,2029477,OMA,0029,SWM,2029477
1995-08-11,Male,28,1.68,AL AKBAR Abdullah Jihad,Indonesia,Hockey,0,0,0,2026811,INA,0011,HOC,2026811
1992-05-06,Male,31,1.73,AL ALABD Ali Ahmed Sabah,Iraq,Ju-jitsu,0,0,0,2010795,IRQ,0013,JJI,2010795
1995-06-23,Male,28,1.73,AL ARDH Aulia Akbar,Indonesia,Hockey,0,0,0,2026825,INA,0011,HOC,2026825
2003-01-18,Male,20,1.75,AL ASWAD Mahmoud,Syrian Arab Republic,Football,0,0,0,2020645,SYR,0037,FBL,2020645
1992-02-03,Male,31,1.6,AL BALUSHI Ahmed Sabeel Habib,Oman,Hockey,0,0,0,2030543,OMA,0029,HOC,2030543
2002-02-09,Male,21,1.74,AL BALUSHI Ali Anwar Ali,Oman,Athletics,0,0,0,2029480,OMA,0029,ATH,2029480
1988-08-04,Male,35,,AL BALUSHI Issam Badar Doshambeh,Oman,Shooting,0,0,0,2029464,OMA,0029,SHO,2029464
1998-12-10,Male,24,1.64,AL BUSAIDI Elyas Tamim Shuwaired,Oman,Weightlifting,0,0,0,2029467,OMA,0029,WLF,2029467
1993-03-04,Male,30,2.1,AL DWAIRI Ahmad,Jordan,Basketball,0,1,0,2017909,JOR,0015,BKB,2017909
2000-01-08,Male,23,1.7,AL EID Jassim,Qatar,Esports,0,0,0,2010980,QAT,0033,ELS,2010980
2003-05-18,Male,20,1.87,AL FARSI Husain Mohsin Husain,Oman,Athletics,0,0,1,2030697,OMA,0029,ATH,2030697
2004-05-01,Male,19,1.77,AL FAYAD Amer,Syrian Arab Republic,Football,0,0,0,2020638,SYR,0037,FBL,2020638
1997-11-23,Male,25,1.79,AL FAZARI Sanad Salim Hamed,Oman,Hockey,0,0,0,2030539,OMA,0029,HOC,2030539
1995-02-26,Male,28,1.85,AL GHAILANI Khalid Saleh Yousuf,Oman,Athletics,0,0,0,2029470,OMA,0029,ATH,2029470
1989-04-04,Male,34,1.73,AL HADI Musab Mohammed Sulaiyam,Oman,Sailing,0,1,0,2029475,OMA,0029,SAL,2029475
2004-05-22,Male,19,1.87,AL HAJJA Khaled,Syrian Arab Republic,Football,0,0,0,2020675,SYR,0037,FBL,2020675
1988-06-15,Male,35,1.7,AL HARTHI Barakat Mubarak Mabrook,Oman,Athletics,0,0,0,2028733,OMA,0029,ATH,2028733
2001-01-01,Male,22,1.8,AL HASAN Abdul Rahman,Syrian Arab Republic,Football,0,0,0,2020659,SYR,0037,FBL,2020659
1989-08-26,Female,34,1.56,AL- HASANI Siham Nasser Said,Oman,Shooting,0,0,0,2029463,OMA,0029,SHO,2029463
1988-02-14,Male,35,1.89,AL HASHIMI Mazin Sulaiman Zahran,Oman,Beach Volleyball,0,0,0,2029456,OMA,0029,VBV,2029456
1985-10-14,Male,37,1.78,AL HASNI Said Rashid Obaid,Oman,Hockey,0,0,0,2030538,OMA,0029,HOC,2030538
1998-01-04,Male,25,1.7,AL HIZAM Hussain Asim M,Saudi Arabia,Athletics,0,0,1,2004655,KSA,0034,ATH,2004655
1991-11-03,Male,31,1.91,AL JALBUBI Nouh Rashid Said,Oman,Beach Volleyball,0,0,0,2029457,OMA,0029,VBV,2029457
2001-10-26,Male,21,1.85,AL JUBAYA Ahmed Fahad A,Saudi Arabia,Football,0,0,0,2004230,KSA,0034,FBL,2004230
1991-10-19,Female,31,1.58,AL KHALILI Al Anoud Abdullah Hamed.,Oman,Shooting,0,0,0,2029462,OMA,0029,SHO,2029462
1985-05-24,Male,38,1.68,AL KHATRI Hamed Said Masoud,Oman,Shooting,0,0,0,2029465,OMA,0029,SHO,2029465
1998-07-29,Male,25,1.82,AL KULAIBI Abdul Rahman Yahya Mahf.,Oman,Swimming,0,0,0,2029483,OMA,0029,SWM,2029483
1991-06-02,Male,32,1.71,AL LAUN Sami Awadh Said,Oman,Hockey,0,0,0,2030520,OMA,0029,HOC,2030520
1998-04-05,Male,25,1.7,AL LAWATI Fahad Hassan Juma,Oman,Hockey,0,0,0,2030526,OMA,0029,HOC,2030526
1998-07-15,Male,25,1.69,AL LHEEB Malek Abdulrahman S,Saudi Arabia,Esports,0,0,0,2003942,KSA,0034,ELS,2003942
1988-05-13,Male,35,1.77,AL MAA Marhoon Hassan,Saudi Arabia,Handball,0,0,0,2008035,KSA,0034,HBL,2008035
1990-05-26,Male,33,1.78,AL MAAMARI Faisal Abdullah Mohammed,Oman,Hockey,0,0,0,2030525,OMA,0029,HOC,2030525
2002-12-10,Male,20,1.82,AL MOSA Saad Mohammed M,Saudi Arabia,Football,0,0,0,2004238,KSA,0034,FBL,2004238
1984-12-24,Male,38,1.79,AL MUQBALI Ibrahim Salim Saleh Saif,Oman,Shooting,0,0,0,2029460,OMA,0029,SHO,2029460
2002-05-01,Male,21,1.82,AL NABULSI Mhd.Hatem,Syrian Arab Republic,Football,0,0,0,2020644,SYR,0037,FBL,2020644
1998-02-18,Female,25,1.67,AL NEAMA Reem,Qatar,Archery,0,0,0,2006258,QAT,0033,ARC,2006258
1995-03-22,Male,28,1.8,AL NOFALI Ahmed Said Salmeen,Oman,Hockey,0,0,0,2030542,OMA,0029,HOC,2030542
2008-08-21,Male,15,1.68,AL QASMI 'Abdul Latif Zayad,Oman,Sailing,0,0,0,2029474,OMA,0029,SAL,2029474
1997-06-02,Male,26,1.92,AL RAMMAHI Saif Thaer Habeeb,Iraq,Taekwondo,0,0,1,2010767,IRQ,0013,TKW,2010767
2004-01-11,Male,19,1.86,AL RINA Ali,Syrian Arab Republic,Football,0,0,0,2020637,SYR,0037,FBL,2020637
1986-03-14,Male,37,1.88,AL SHEREIQI Haitham Khalfan Abdull.,Oman,Beach Volleyball,0,0,0,2029459,OMA,0029,VBV,2029459
2002-10-20,Male,20,1.82,AL SHIYYAB Akef,Jordan,3x3 Basketball,0,0,0,2007265,JOR,0015,BK3,2007265
2002-12-08,Female,20,1.62,AL SHKEILI Hamdah,United Arab Emirates,Ju-jitsu,0,0,0,2007632,UAE,0043,JJI,2007632
1989-01-10,Female,34,1.69,AL TARSHI Amina Khamis Abdullah,Oman,Shooting,0,0,0,2029461,OMA,0029,SHO,2029461
1994-01-15,Male,29,1.84,AL YARABI Salim Saleh Muslem,Oman,Athletics,0,0,0,2029468,OMA,0029,ATH,2029468
1998-12-19,Male,24,1.7,AL ZAHRANI Sultan Jaman M,Saudi Arabia,Karate,0,0,0,2005246,KSA,0034,KTE,2005246
2008-03-16,Female,15,1.55,ALAALI Fatima Abdulla Majeed,Bahrain,Table Tennis,0,0,0,2005161,BRN,0002,TTE,2005161
2005-07-06,Female,18,1.7,ALAALI Maryam Abdulla Majeed,Bahrain,Table Tennis,0,0,0,2005204,BRN,0002,TTE,2005204
2000-11-25,Male,22,1.79,ALAAMEL Ahmed Qays Abdulqader,Iraq,Canoe Sprint,0,0,0,2011018,IRQ,0013,CSP,2011018
1969-06-04,Male,54,1.74,ALABADI Ahmed,Qatar,Archery,0,0,0,2006161,QAT,0033,ARC,2006161
1994-06-15,Male,29,1.7,ALABAS Aballh,Saudi Arabia,Handball,0,0,0,2008055,KSA,0034,HBL,2008055
1992-12-19,Male,30,1.68,ALABAS Mohammed Abdulkarim N,Saudi Arabia,Handball,0,0,0,2008054,KSA,0034,HBL,2008054
1988-06-18,Male,35,1.7,ALABDULALI Ahmad Ali A,Saudi Arabia,Handball,0,0,0,2008049,KSA,0034,HBL,2008049
1997-11-15,Male,25,1.7,ALABDULAZIZ Khalid Saud A,Saudi Arabia,Esports,0,0,0,2007256,KSA,0034,ELS,2007256
2002-09-20,Male,21,1.75,ALABDULHADI Yousef,Kuwait,Rowing,0,0,0,2006115,KUW,0018,ROW,2006115
2002-10-05,Male,21,1.82,ALABDULLA Tameem,Qatar,Football,0,0,0,2017752,QAT,0033,FBL,2017752
2007-10-16,Male,15,,ALABKAL Salem,Kuwait,Golf,0,0,0,2006256,KUW,0018,GLF,2006256
2002-09-24,Male,21,1.84,ALABSI Mohammed Saleem H,Saudi Arabia,Football,0,0,0,2004222,KSA,0034,FBL,2004222
2000-10-26,Male,22,1.87,ALADDASI Mohammad,Jordan,Esports,0,0,0,2002018,JOR,0015,ELS,2002018
1993-12-19,Male,29,1.87,ALAFYAH Mahmood,Bahrain,Volleyball,0,0,0,2004143,BRN,0002,VVO,2004143
2000-12-15,Female,22,1.54,ALAHDAL Nada Ahmed Ali,Yemen,Fencing,0,0,0,2017693,YEM,0046,FEN,2017693
2003-04-09,Male,20,1.87,ALAHMED Abdulla Ali E.,Bahrain,Football,0,0,0,2005595,BRN,0002,FBL,2005595
2003-07-22,Male,20,1.85,ALAHMED Wadhah,Qatar,Taekwondo,0,0,0,2005036,QAT,0033,TKW,2005036
1991-09-26,Male,32,1.9,ALAIFURI Salwan Jasim Abbood,Iraq,Weightlifting,0,0,0,2030550,IRQ,0013,WLF,2030550
1998-01-31,Male,25,1.85,AL-AIYADI Ghaith,Jordan,Esports,0,0,0,2006433,JOR,0015,ELS,2006433
1986-06-05,Male,37,,ALAJAMI Faleh,Qatar,Equestrian,0,1,0,2030751,QAT,0033,EQU,2030751
1995-05-02,Male,28,1.76,ALAJMI Abdulhadi,Kuwait,Cycling Road,0,0,0,2021397,KUW,0018,CRD,2021397
2002-02-18,Male,21,1.76,ALAJMI Fahed,Kuwait,Karate,1,0,0,2030906,KUW,0018,KTE,2030906
2001-11-20,Male,21,,ALALI Abdulla,Qatar,Football,0,0,0,2017801,QAT,0033,FBL,2017801
1985-02-27,Male,38,1.79,AL-ALI Ahmad,Jordan,Esports,0,0,0,2005189,JOR,0015,ELS,2005189
2001-02-13,Female,22,1.6,ALALI Aisha,United Arab Emirates,Archery,0,0,0,2007518,UAE,0043,ARC,2007518
1985-07-08,Male,38,,ALALI Eisa,Kuwait,Kurash,0,0,0,2008352,KUW,0018,KUR,2008352
1996-07-03,Male,27,,ALALI Meshal,Kuwait,Judo,0,0,0,2028668,KUW,0018,JUD,2028668
2009-07-14,Female,14,1.6,ALALI Rouda,United Arab Emirates,Chess,0,0,0,2004702,UAE,0043,CHS,2004702
1997-05-18,Male,26,1.73,ALAM Asrul,Indonesia,Hockey,0,0,0,2026823,INA,0011,HOC,2026823
2005-08-31,Female,18,1.58,ALAM Fahmida,Bangladesh,Shooting,0,0,0,2007903,BAN,0003,SHO,2007903
1996-01-11,Male,27,1.83,ALAM Mahammed Shekhu,Nepal,Karate,0,0,0,2007706,NEP,0027,KTE,2007706
2002-05-02,Male,21,1.7,ALAM Md Tamjid Bin,Bangladesh,Shooting,0,0,0,2007887,BAN,0003,SHO,2007887
1982-12-08,Male,40,1.56,ALAMEERI Ahmed,United Arab Emirates,Shooting,0,0,0,2005085,UAE,0043,SHO,2005085
1991-11-18,Male,31,1.83,ALAMERI Omar Khalid Faqqas Omar,United Arab Emirates,Basketball,0,0,0,2006278,UAE,0043,BKB,2006278
2001-09-29,Female,22,1.67,ALAMERI Sarah,United Arab Emirates,Karate,0,0,0,2005385,UAE,0043,KTE,2005385
2003-09-29,Female,20,1.76,ALAMERI Shamsa,United Arab Emirates,Ju-jitsu,0,0,1,2007635,UAE,0043,JJI,2007635
1995-06-04,Female,28,1.69,ALAMI Yasmine,Jordan,Ju-jitsu,0,0,0,2000908,JOR,0015,JJI,2000908
1992-12-24,Male,30,1.75,ALAMIAN DAROUNKOLAEI Nima,Islamic Republic of Iran,Table Tennis,0,0,2,2000846,IRI,0012,TTE,2000846
1995-05-15,Male,28,1.71,ALAMIN Md Sabbir,Bangladesh,Shooting,0,0,0,2007884,BAN,0003,SHO,2007884
2001-10-22,Male,21,,ALAMIRI Saoud,Kuwait,Judo,0,0,0,2028667,KUW,0018,JUD,2028667
1991-11-21,Male,31,1.7,ALAMIYAN DARONKOLAEI Noshad,Islamic Republic of Iran,Table Tennis,0,0,2,2002673,IRI,0012,TTE,2002673
1987-09-15,Male,36,1.66,ALAMMARI Mesfer Aboud S,Saudi Arabia,Shooting,0,0,0,2008565,KSA,0034,SHO,2008565
2004-03-22,Male,19,1.86,ALAMR Mohammed Amr M,Saudi Arabia,Fencing,0,0,0,2007842,KSA,0034,FEN,2007842
1993-08-08,Male,30,1.7,ALAMRAD Mohammed Abdullah H,Saudi Arabia,Athletics,0,0,0,2004828,KSA,0034,ATH,2004828
1997-09-29,Male,26,1.7,ALAMRANI Bader Ali S,Saudi Arabia,Athletics,0,0,0,2004693,KSA,0034,ATH,2004693
1990-12-23,Male,32,1.7,ALAMRI Tariq Ahmed S,Saudi Arabia,Athletics,0,0,0,2004685,KSA,0034,ATH,2004685
1988-02-22,Male,35,1.72,ALANAZI Atallah Nidaa K,Saudi Arabia,Shooting,0,0,0,2008564,KSA,0034,SHO,2008564
1998-01-27,Male,25,1.62,ALANG ARIFF AQIL Bin Muhammad Ghaz.,Malaysia,Archery,0,0,1,2003071,MAS,0023,ARC,2003071
1995-06-19,Male,28,,ALANNAZ Annaz,Kuwait,Equestrian,0,0,0,2017998,KUW,0018,EQU,2017998
1992-12-22,Male,30,1.76,ALANZI Turki Mohammed A,Saudi Arabia,Esports,0,0,0,2003941,KSA,0034,ELS,2003941
2002-06-13,Male,21,,ALAQRA Anwar,Palestine,Football,0,0,0,2004974,PLE,0031,FBL,2004974
2004-06-16,Male,19,1.69,ALARAWI Abdulrahman Saeed A,Saudi Arabia,Esports,0,0,0,2003947,KSA,0034,ELS,2003947
1998-09-02,Male,25,1.76,ALAREF Turky Yousef H,Saudi Arabia,Rowing,0,0,0,2008542,KSA,0034,ROW,2008542
1996-11-26,Male,26,1.7,ALARIFI Saud Nasser A,Saudi Arabia,Archery,0,0,0,2005114,KSA,0034,ARC,2005114
2003-01-21,Male,20,1.92,ALARQAN Abdallah,Palestine,Beach Volleyball,0,0,0,2004977,PLE,0031,VBV,2004977
1991-11-03,Male,31,1.83,ALAS Kevin Louie,Philippines,Basketball,1,0,0,2028311,PHI,0032,BKB,2028311
1987-05-02,Female,36,1.62,ALASAM Maryam Ramadhan Juma,Bahrain,Shooting,0,0,0,2002406,BRN,0002,SHO,2002406
1984-03-04,Female,39,1.65,AL-ASEIRI Matara,Qatar,Shooting,0,0,0,2006176,QAT,0033,SHO,2006176
1985-10-16,Female,37,1.59,ALASFOUR Taiba,Kuwait,Cycling Road,0,0,0,2021398,KUW,0018,CRD,2021398
1996-05-29,Male,27,1.78,AL-ASHKANANI Hassan,Qatar,Archery,0,0,0,2006165,QAT,0033,ARC,2006165
1989-08-18,Male,34,1.7,ALASIRI Yousef Mohammed D,Saudi Arabia,Athletics,0,0,0,2004822,KSA,0034,ATH,2004822
2002-03-23,Male,21,1.69,AL-ATABI Maadh Mohammed Said,Oman,Hockey,0,0,0,2030521,OMA,0029,HOC,2030521
2002-08-11,Male,21,1.68,ALATBI Abdulaziz Khalid D,Saudi Arabia,Boxing,0,0,0,2005159,KSA,0034,BOX,2005159
1973-10-29,Male,49,1.7,AL-ATHBA Masoud Saleh,Qatar,Shooting,0,1,0,2005165,QAT,0033,SHO,2005165
1980-08-18,Male,43,1.8,AL-ATHBA Rashid Hamad,Qatar,Shooting,0,0,0,2006395,QAT,0033,SHO,2006395
1987-10-18,Male,35,1.72,AL-ATHBA Rashid Saleh,Qatar,Shooting,0,1,1,2005200,QAT,0033,SHO,2005200
1970-12-21,Male,52,1.77,AL-ATTIYA Nasser,Qatar,Shooting,0,1,1,2005199,QAT,0033,SHO,2005199
1983-10-19,Male,39,,ALAWADHI Abdullah,Kuwait,Equestrian,0,0,0,2008086,KUW,0018,EQU,2008086
1980-02-23,Female,43,,ALAWADHI Amenah,Kuwait,Chess,0,0,0,2011368,KUW,0018,CHS,2011368
2004-01-01,Female,19,1.62,ALAWADHI Amna,United Arab Emirates,Archery,0,0,0,2004980,UAE,0043,ARC,2004980
2002-01-16,Female,21,1.6,ALAWADHI Hessa,United Arab Emirates,Archery,0,0,0,2005390,UAE,0043,ARC,2005390
1991-03-21,Male,32,1.88,ALAWADHI Rashid,United Arab Emirates,Esports,0,0,0,2005140,UAE,0043,ELS,2005140
1999-12-02,Male,23,1.7,ALAWADI Belal Ayman S,Saudi Arabia,Archery,0,0,0,2005116,KSA,0034,ARC,2005116
1987-12-30,Male,35,1.7,ALAWI Sayed Ahmed Khalil,Bahrain,Cycling Road,0,0,0,2005817,BRN,0002,CRD,2005817
